Lower layer Super Output Areas Code,Lower layer Super Output Areas,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E01000303,Barnet 020D,19,Other ethnic group: Any other ethnic group,175
E01000304,Barnet 020E,-8,Does not apply,0
E01000304,Barnet 020E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",12
E01000304,Barnet 020E,2,"Asian, Asian British or Asian Welsh: Chinese",39
E01000304,Barnet 020E,3,"Asian, Asian British or Asian Welsh: Indian",143
E01000304,Barnet 020E,4,"Asian, Asian British or Asian Welsh: Pakistani",17
E01000304,Barnet 020E,5,"Asian, Asian British or Asian Welsh: Other Asian",91
E01000304,Barnet 020E,6,"Black, Black British, Black Welsh, Caribbean or African: African",65
E01000304,Barnet 020E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",18
E01000304,Barnet 020E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7
E01000304,Barnet 020E,9,Mixed or Multiple ethnic groups: White and Asian,31
E01000304,Barnet 020E,10,Mixed or Multiple ethnic groups: White and Black African,13
E01000304,Barnet 020E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,12
E01000304,Barnet 020E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,42
E01000304,Barnet 020E,13,"White: English, Welsh, Scottish, Northern Irish or British",533
E01000304,Barnet 020E,14,White: Irish,37
E01000304,Barnet 020E,15,White: Gypsy or Irish Traveller,4
E01000304,Barnet 020E,16,White: Roma,5
E01000304,Barnet 020E,17,White: Other White,363
E01000304,Barnet 020E,18,Other ethnic group: Arab,20
E01000304,Barnet 020E,19,Other ethnic group: Any other ethnic group,106
E01000305,Barnet 036B,-8,Does not apply,0
E01000305,Barnet 036B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",23
E01000305,Barnet 036B,2,"Asian, Asian British or Asian Welsh: Chinese",24
E01000305,Barnet 036B,3,"Asian, Asian British or Asian Welsh: Indian",192
E01000305,Barnet 036B,4,"Asian, Asian British or Asian Welsh: Pakistani",84
E01000305,Barnet 036B,5,"Asian, Asian British or Asian Welsh: Other Asian",153
E01000305,Barnet 036B,6,"Black, Black British, Black Welsh, Caribbean or African: African",101
E01000305,Barnet 036B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",32
E01000305,Barnet 036B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",19
E01000305,Barnet 036B,9,Mixed or Multiple ethnic groups: White and Asian,30
E01000305,Barnet 036B,10,Mixed or Multiple ethnic groups: White and Black African,15
E01000305,Barnet 036B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,14
E01000305,Barnet 036B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,23
E01000305,Barnet 036B,13,"White: English, Welsh, Scottish, Northern Irish or British",279
E01000305,Barnet 036B,14,White: Irish,43
E01000305,Barnet 036B,15,White: Gypsy or Irish Traveller,0
E01000305,Barnet 036B,16,White: Roma,12
E01000305,Barnet 036B,17,White: Other White,420
E01000305,Barnet 036B,18,Other ethnic group: Arab,52
E01000305,Barnet 036B,19,Other ethnic group: Any other ethnic group,100
E01000306,Barnet 036C,-8,Does not apply,0
E01000306,Barnet 036C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4
E01000306,Barnet 036C,2,"Asian, Asian British or Asian Welsh: Chinese",30
E01000306,Barnet 036C,3,"Asian, Asian British or Asian Welsh: Indian",458
E01000306,Barnet 036C,4,"Asian, Asian British or Asian Welsh: Pakistani",44
E01000306,Barnet 036C,5,"Asian, Asian British or Asian Welsh: Other Asian",141
E01000306,Barnet 036C,6,"Black, Black British, Black Welsh, Caribbean or African: African",60
E01000306,Barnet 036C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",18
E01000306,Barnet 036C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6
E01000306,Barnet 036C,9,Mixed or Multiple ethnic groups: White and Asian,15
E01000306,Barnet 036C,10,Mixed or Multiple ethnic groups: White and Black African,13
E01000306,Barnet 036C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8
E01000306,Barnet 036C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,26
E01000306,Barnet 036C,13,"White: English, Welsh, Scottish, Northern Irish or British",225
E01000306,Barnet 036C,14,White: Irish,26
E01000306,Barnet 036C,15,White: Gypsy or Irish Traveller,0
E01000306,Barnet 036C,16,White: Roma,7
E01000306,Barnet 036C,17,White: Other White,743
E01000306,Barnet 036C,18,Other ethnic group: Arab,29
E01000306,Barnet 036C,19,Other ethnic group: Any other ethnic group,121
E01000307,Barnet 039D,-8,Does not apply,0
E01000307,Barnet 039D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",20
E01000307,Barnet 039D,2,"Asian, Asian British or Asian Welsh: Chinese",52
E01000307,Barnet 039D,3,"Asian, Asian British or Asian Welsh: Indian",245
E01000307,Barnet 039D,4,"Asian, Asian British or Asian Welsh: Pakistani",37
E01000307,Barnet 039D,5,"Asian, Asian British or Asian Welsh: Other Asian",164
E01000307,Barnet 039D,6,"Black, Black British, Black Welsh, Caribbean or African: African",109
E01000307,Barnet 039D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",25
E01000307,Barnet 039D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",11
E01000307,Barnet 039D,9,Mixed or Multiple ethnic groups: White and Asian,21
E01000307,Barnet 039D,10,Mixed or Multiple ethnic groups: White and Black African,15
E01000307,Barnet 039D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,11
E01000307,Barnet 039D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,32
E01000307,Barnet 039D,13,"White: English, Welsh, Scottish, Northern Irish or British",325
E01000307,Barnet 039D,14,White: Irish,27
E01000307,Barnet 039D,15,White: Gypsy or Irish Traveller,0
E01000307,Barnet 039D,16,White: Roma,6
E01000307,Barnet 039D,17,White: Other White,313
E01000307,Barnet 039D,18,Other ethnic group: Arab,107
E01000307,Barnet 039D,19,Other ethnic group: Any other ethnic group,129
E01000308,Barnet 036D,-8,Does not apply,0
E01000308,Barnet 036D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",12
E01000308,Barnet 036D,2,"Asian, Asian British or Asian Welsh: Chinese",65
E01000308,Barnet 036D,3,"Asian, Asian British or Asian Welsh: Indian",198
E01000308,Barnet 036D,4,"Asian, Asian British or Asian Welsh: Pakistani",49
E01000308,Barnet 036D,5,"Asian, Asian British or Asian Welsh: Other Asian",180
E01000308,Barnet 036D,6,"Black, Black British, Black Welsh, Caribbean or African: African",197
E01000308,Barnet 036D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",36
E01000308,Barnet 036D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",33
E01000308,Barnet 036D,9,Mixed or Multiple ethnic groups: White and Asian,38
E01000308,Barnet 036D,10,Mixed or Multiple ethnic groups: White and Black African,28
E01000308,Barnet 036D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,34
E01000308,Barnet 036D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,42
E01000308,Barnet 036D,13,"White: English, Welsh, Scottish, Northern Irish or British",500
E01000308,Barnet 036D,14,White: Irish,50
E01000308,Barnet 036D,15,White: Gypsy or Irish Traveller,0
E01000308,Barnet 036D,16,White: Roma,2
E01000308,Barnet 036D,17,White: Other White,396
E01000308,Barnet 036D,18,Other ethnic group: Arab,133
E01000308,Barnet 036D,19,Other ethnic group: Any other ethnic group,115
E01000309,Barnet 031D,-8,Does not apply,0
E01000309,Barnet 031D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",15
E01000309,Barnet 031D,2,"Asian, Asian British or Asian Welsh: Chinese",96
E01000309,Barnet 031D,3,"Asian, Asian British or Asian Welsh: Indian",184
E01000309,Barnet 031D,4,"Asian, Asian British or Asian Welsh: Pakistani",66
E01000309,Barnet 031D,5,"Asian, Asian British or Asian Welsh: Other Asian",165
E01000309,Barnet 031D,6,"Black, Black British, Black Welsh, Caribbean or African: African",117
E01000309,Barnet 031D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",35
E01000309,Barnet 031D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",13
E01000309,Barnet 031D,9,Mixed or Multiple ethnic groups: White and Asian,13
E01000309,Barnet 031D,10,Mixed or Multiple ethnic groups: White and Black African,14
E01000309,Barnet 031D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8
E01000309,Barnet 031D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,31
E01000309,Barnet 031D,13,"White: English, Welsh, Scottish, Northern Irish or British",403
E01000309,Barnet 031D,14,White: Irish,14
E01000309,Barnet 031D,15,White: Gypsy or Irish Traveller,0
E01000309,Barnet 031D,16,White: Roma,11
E01000309,Barnet 031D,17,White: Other White,512
E01000309,Barnet 031D,18,Other ethnic group: Arab,55
E01000309,Barnet 031D,19,Other ethnic group: Any other ethnic group,303
E01000310,Barnet 034C,-8,Does not apply,0
E01000310,Barnet 034C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",7
E01000310,Barnet 034C,2,"Asian, Asian British or Asian Welsh: Chinese",61
E01000310,Barnet 034C,3,"Asian, Asian British or Asian Welsh: Indian",278
E01000310,Barnet 034C,4,"Asian, Asian British or Asian Welsh: Pakistani",82
E01000310,Barnet 034C,5,"Asian, Asian British or Asian Welsh: Other Asian",190
E01000310,Barnet 034C,6,"Black, Black British, Black Welsh, Caribbean or African: African",103
E01000310,Barnet 034C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",22
E01000310,Barnet 034C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",9
E01000310,Barnet 034C,9,Mixed or Multiple ethnic groups: White and Asian,34
E01000310,Barnet 034C,10,Mixed or Multiple ethnic groups: White and Black African,17
E01000310,Barnet 034C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,23
E01000310,Barnet 034C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,33
E01000310,Barnet 034C,13,"White: English, Welsh, Scottish, Northern Irish or British",487
E01000310,Barnet 034C,14,White: Irish,20
E01000310,Barnet 034C,15,White: Gypsy or Irish Traveller,0
E01000310,Barnet 034C,16,White: Roma,27
E01000310,Barnet 034C,17,White: Other White,547
E01000310,Barnet 034C,18,Other ethnic group: Arab,78
E01000310,Barnet 034C,19,Other ethnic group: Any other ethnic group,176
E01000311,Barnet 034D,-8,Does not apply,0
E01000311,Barnet 034D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",8
E01000311,Barnet 034D,2,"Asian, Asian British or Asian Welsh: Chinese",7
E01000311,Barnet 034D,3,"Asian, Asian British or Asian Welsh: Indian",41
E01000311,Barnet 034D,4,"Asian, Asian British or Asian Welsh: Pakistani",8
E01000311,Barnet 034D,5,"Asian, Asian British or Asian Welsh: Other Asian",51
E01000311,Barnet 034D,6,"Black, Black British, Black Welsh, Caribbean or African: African",47
E01000311,Barnet 034D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3
E01000311,Barnet 034D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3
E01000311,Barnet 034D,9,Mixed or Multiple ethnic groups: White and Asian,7
E01000311,Barnet 034D,10,Mixed or Multiple ethnic groups: White and Black African,4
E01000311,Barnet 034D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1
E01000311,Barnet 034D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,14
E01000311,Barnet 034D,13,"White: English, Welsh, Scottish, Northern Irish or British",1027
E01000311,Barnet 034D,14,White: Irish,9
E01000311,Barnet 034D,15,White: Gypsy or Irish Traveller,0
E01000311,Barnet 034D,16,White: Roma,8
E01000311,Barnet 034D,17,White: Other White,370
E01000311,Barnet 034D,18,Other ethnic group: Arab,12
E01000311,Barnet 034D,19,Other ethnic group: Any other ethnic group,152
E01000312,Barnet 036E,-8,Does not apply,0
E01000312,Barnet 036E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",25
E01000312,Barnet 036E,2,"Asian, Asian British or Asian Welsh: Chinese",88
E01000312,Barnet 036E,3,"Asian, Asian British or Asian Welsh: Indian",180
E01000312,Barnet 036E,4,"Asian, Asian British or Asian Welsh: Pakistani",45
E01000312,Barnet 036E,5,"Asian, Asian British or Asian Welsh: Other Asian",122
E01000312,Barnet 036E,6,"Black, Black British, Black Welsh, Caribbean or African: African",121
E01000312,Barnet 036E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",34
E01000312,Barnet 036E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",18
E01000312,Barnet 036E,9,Mixed or Multiple ethnic groups: White and Asian,22
E01000312,Barnet 036E,10,Mixed or Multiple ethnic groups: White and Black African,31
E01000312,Barnet 036E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,13
E01000312,Barnet 036E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,34
E01000312,Barnet 036E,13,"White: English, Welsh, Scottish, Northern Irish or British",502
E01000312,Barnet 036E,14,White: Irish,46
E01000312,Barnet 036E,15,White: Gypsy or Irish Traveller,1
E01000312,Barnet 036E,16,White: Roma,8
E01000312,Barnet 036E,17,White: Other White,351
E01000312,Barnet 036E,18,Other ethnic group: Arab,56
E01000312,Barnet 036E,19,Other ethnic group: Any other ethnic group,74
E01000313,Barnet 036F,-8,Does not apply,0
E01000313,Barnet 036F,1,"Asian, Asian British or Asian Welsh: Bangladeshi",15
E01000313,Barnet 036F,2,"Asian, Asian British or Asian Welsh: Chinese",46
E01000313,Barnet 036F,3,"Asian, Asian British or Asian Welsh: Indian",270
E01000313,Barnet 036F,4,"Asian, Asian British or Asian Welsh: Pakistani",78
E01000313,Barnet 036F,5,"Asian, Asian British or Asian Welsh: Other Asian",202
E01000313,Barnet 036F,6,"Black, Black British, Black Welsh, Caribbean or African: African",126
E01000313,Barnet 036F,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",42
E01000313,Barnet 036F,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",28
E01000313,Barnet 036F,9,Mixed or Multiple ethnic groups: White and Asian,6
E01000313,Barnet 036F,10,Mixed or Multiple ethnic groups: White and Black African,19
E01000313,Barnet 036F,11,Mixed or Multiple ethnic groups: White and Black Caribbean,12
E01000313,Barnet 036F,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,25
E01000313,Barnet 036F,13,"White: English, Welsh, Scottish, Northern Irish or British",308
E01000313,Barnet 036F,14,White: Irish,32
E01000313,Barnet 036F,15,White: Gypsy or Irish Traveller,0
E01000313,Barnet 036F,16,White: Roma,11
E01000313,Barnet 036F,17,White: Other White,493
E01000313,Barnet 036F,18,Other ethnic group: Arab,59
E01000313,Barnet 036F,19,Other ethnic group: Any other ethnic group,129
E01000314,Barnet 032F,-8,Does not apply,0
E01000314,Barnet 032F,1,"Asian, Asian British or Asian Welsh: Bangladeshi",17
E01000314,Barnet 032F,2,"Asian, Asian British or Asian Welsh: Chinese",97
E01000314,Barnet 032F,3,"Asian, Asian British or Asian Welsh: Indian",286
E01000314,Barnet 032F,4,"Asian, Asian British or Asian Welsh: Pakistani",40
E01000314,Barnet 032F,5,"Asian, Asian British or Asian Welsh: Other Asian",135
E01000314,Barnet 032F,6,"Black, Black British, Black Welsh, Caribbean or African: African",125
E01000314,Barnet 032F,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",16
E01000314,Barnet 032F,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",9
E01000314,Barnet 032F,9,Mixed or Multiple ethnic groups: White and Asian,22
E01000314,Barnet 032F,10,Mixed or Multiple ethnic groups: White and Black African,34
E01000314,Barnet 032F,11,Mixed or Multiple ethnic groups: White and Black Caribbean,12
E01000314,Barnet 032F,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,48
E01000314,Barnet 032F,13,"White: English, Welsh, Scottish, Northern Irish or British",426
E01000314,Barnet 032F,14,White: Irish,7
E01000314,Barnet 032F,15,White: Gypsy or Irish Traveller,0
E01000314,Barnet 032F,16,White: Roma,13
E01000314,Barnet 032F,17,White: Other White,695
E01000314,Barnet 032F,18,Other ethnic group: Arab,20
E01000314,Barnet 032F,19,Other ethnic group: Any other ethnic group,164
E01000315,Barnet 022F,-8,Does not apply,0
E01000315,Barnet 022F,1,"Asian, Asian British or Asian Welsh: Bangladeshi",21
E01000315,Barnet 022F,2,"Asian, Asian British or Asian Welsh: Chinese",30
E01000315,Barnet 022F,3,"Asian, Asian British or Asian Welsh: Indian",194
E01000315,Barnet 022F,4,"Asian, Asian British or Asian Welsh: Pakistani",16
E01000315,Barnet 022F,5,"Asian, Asian British or Asian Welsh: Other Asian",101
E01000315,Barnet 022F,6,"Black, Black British, Black Welsh, Caribbean or African: African",183
E01000315,Barnet 022F,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",46
E01000315,Barnet 022F,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",21
E01000315,Barnet 022F,9,Mixed or Multiple ethnic groups: White and Asian,27
E01000315,Barnet 022F,10,Mixed or Multiple ethnic groups: White and Black African,17
E01000315,Barnet 022F,11,Mixed or Multiple ethnic groups: White and Black Caribbean,29
E01000315,Barnet 022F,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,29
E01000315,Barnet 022F,13,"White: English, Welsh, Scottish, Northern Irish or British",600
E01000315,Barnet 022F,14,White: Irish,44
E01000315,Barnet 022F,15,White: Gypsy or Irish Traveller,0
E01000315,Barnet 022F,16,White: Roma,6
E01000315,Barnet 022F,17,White: Other White,185
E01000315,Barnet 022F,18,Other ethnic group: Arab,35
E01000315,Barnet 022F,19,Other ethnic group: Any other ethnic group,115
E01000316,Barnet 027E,-8,Does not apply,0
E01000316,Barnet 027E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",23
E01000316,Barnet 027E,2,"Asian, Asian British or Asian Welsh: Chinese",23
E01000316,Barnet 027E,3,"Asian, Asian British or Asian Welsh: Indian",313
E01000316,Barnet 027E,4,"Asian, Asian British or Asian Welsh: Pakistani",73
E01000316,Barnet 027E,5,"Asian, Asian British or Asian Welsh: Other Asian",143
E01000316,Barnet 027E,6,"Black, Black British, Black Welsh, Caribbean or African: African",116
E01000316,Barnet 027E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",44
E01000316,Barnet 027E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",24
E01000316,Barnet 027E,9,Mixed or Multiple ethnic groups: White and Asian,33
E01000316,Barnet 027E,10,Mixed or Multiple ethnic groups: White and Black African,8
E01000316,Barnet 027E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,37
E01000316,Barnet 027E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,42
E01000316,Barnet 027E,13,"White: English, Welsh, Scottish, Northern Irish or British",618
E01000316,Barnet 027E,14,White: Irish,51
E01000316,Barnet 027E,15,White: Gypsy or Irish Traveller,0
E01000316,Barnet 027E,16,White: Roma,3
E01000316,Barnet 027E,17,White: Other White,497
E01000316,Barnet 027E,18,Other ethnic group: Arab,44
E01000316,Barnet 027E,19,Other ethnic group: Any other ethnic group,194
E01000317,Barnet 019D,-8,Does not apply,0
E01000317,Barnet 019D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",7
E01000317,Barnet 019D,2,"Asian, Asian British or Asian Welsh: Chinese",46
E01000317,Barnet 019D,3,"Asian, Asian British or Asian Welsh: Indian",176
E01000317,Barnet 019D,4,"Asian, Asian British or Asian Welsh: Pakistani",33
E01000317,Barnet 019D,5,"Asian, Asian British or Asian Welsh: Other Asian",115
E01000317,Barnet 019D,6,"Black, Black British, Black Welsh, Caribbean or African: African",42
E01000317,Barnet 019D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",14
E01000317,Barnet 019D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",9
E01000317,Barnet 019D,9,Mixed or Multiple ethnic groups: White and Asian,44
E01000317,Barnet 019D,10,Mixed or Multiple ethnic groups: White and Black African,13
E01000317,Barnet 019D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8
E01000317,Barnet 019D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,34
E01000317,Barnet 019D,13,"White: English, Welsh, Scottish, Northern Irish or British",535
E01000317,Barnet 019D,14,White: Irish,44
E01000317,Barnet 019D,15,White: Gypsy or Irish Traveller,1
E01000317,Barnet 019D,16,White: Roma,0
E01000317,Barnet 019D,17,White: Other White,318
E01000317,Barnet 019D,18,Other ethnic group: Arab,12
E01000317,Barnet 019D,19,Other ethnic group: Any other ethnic group,132
E01000318,Barnet 019E,-8,Does not apply,0
E01000318,Barnet 019E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4
E01000318,Barnet 019E,2,"Asian, Asian British or Asian Welsh: Chinese",49
E01000318,Barnet 019E,3,"Asian, Asian British or Asian Welsh: Indian",392
E01000318,Barnet 019E,4,"Asian, Asian British or Asian Welsh: Pakistani",58
E01000318,Barnet 019E,5,"Asian, Asian British or Asian Welsh: Other Asian",93
E01000318,Barnet 019E,6,"Black, Black British, Black Welsh, Caribbean or African: African",59
E01000318,Barnet 019E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",16
E01000318,Barnet 019E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6
E01000318,Barnet 019E,9,Mixed or Multiple ethnic groups: White and Asian,66
E01000318,Barnet 019E,10,Mixed or Multiple ethnic groups: White and Black African,9
E01000318,Barnet 019E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8
E01000318,Barnet 019E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,30
E01000318,Barnet 019E,13,"White: English, Welsh, Scottish, Northern Irish or British",514
E01000318,Barnet 019E,14,White: Irish,42
E01000318,Barnet 019E,15,White: Gypsy or Irish Traveller,4
E01000318,Barnet 019E,16,White: Roma,2
E01000318,Barnet 019E,17,White: Other White,304
E01000318,Barnet 019E,18,Other ethnic group: Arab,149
E01000318,Barnet 019E,19,Other ethnic group: Any other ethnic group,121
E01000319,Barnet 027F,-8,Does not apply,0
E01000319,Barnet 027F,1,"Asian, Asian British or Asian Welsh: Bangladeshi",8
E01000319,Barnet 027F,2,"Asian, Asian British or Asian Welsh: Chinese",36
E01000319,Barnet 027F,3,"Asian, Asian British or Asian Welsh: Indian",166
E01000319,Barnet 027F,4,"Asian, Asian British or Asian Welsh: Pakistani",15
E01000319,Barnet 027F,5,"Asian, Asian British or Asian Welsh: Other Asian",37
E01000319,Barnet 027F,6,"Black, Black British, Black Welsh, Caribbean or African: African",43
E01000319,Barnet 027F,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",8
E01000319,Barnet 027F,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6
E01000319,Barnet 027F,9,Mixed or Multiple ethnic groups: White and Asian,48
E01000319,Barnet 027F,10,Mixed or Multiple ethnic groups: White and Black African,13
E01000319,Barnet 027F,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8
E01000319,Barnet 027F,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,25
E01000319,Barnet 027F,13,"White: English, Welsh, Scottish, Northern Irish or British",577
E01000319,Barnet 027F,14,White: Irish,37
E01000319,Barnet 027F,15,White: Gypsy or Irish Traveller,0
E01000319,Barnet 027F,16,White: Roma,3
E01000319,Barnet 027F,17,White: Other White,262
E01000319,Barnet 027F,18,Other ethnic group: Arab,15
E01000319,Barnet 027F,19,Other ethnic group: Any other ethnic group,98
E01000320,Barnet 011D,-8,Does not apply,0
E01000320,Barnet 011D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",8
E01000320,Barnet 011D,2,"Asian, Asian British or Asian Welsh: Chinese",63
E01000320,Barnet 011D,3,"Asian, Asian British or Asian Welsh: Indian",184
E01000320,Barnet 011D,4,"Asian, Asian British or Asian Welsh: Pakistani",12
E01000320,Barnet 011D,5,"Asian, Asian British or Asian Welsh: Other Asian",106
E01000320,Barnet 011D,6,"Black, Black British, Black Welsh, Caribbean or African: African",67
E01000320,Barnet 011D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",22
E01000320,Barnet 011D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",9
E01000320,Barnet 011D,9,Mixed or Multiple ethnic groups: White and Asian,52
E01000320,Barnet 011D,10,Mixed or Multiple ethnic groups: White and Black African,21
E01000320,Barnet 011D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,13
E01000320,Barnet 011D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,29
E01000320,Barnet 011D,13,"White: English, Welsh, Scottish, Northern Irish or British",747
E01000320,Barnet 011D,14,White: Irish,62
E01000320,Barnet 011D,15,White: Gypsy or Irish Traveller,0
E01000320,Barnet 011D,16,White: Roma,5
E01000320,Barnet 011D,17,White: Other White,377
E01000320,Barnet 011D,18,Other ethnic group: Arab,23
E01000320,Barnet 011D,19,Other ethnic group: Any other ethnic group,135
E01000321,Barnet 012E,-8,Does not apply,0
E01000321,Barnet 012E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",9
E01000321,Barnet 012E,2,"Asian, Asian British or Asian Welsh: Chinese",68
E01000321,Barnet 012E,3,"Asian, Asian British or Asian Welsh: Indian",138
E01000321,Barnet 012E,4,"Asian, Asian British or Asian Welsh: Pakistani",11
E01000321,Barnet 012E,5,"Asian, Asian British or Asian Welsh: Other Asian",140
E01000321,Barnet 012E,6,"Black, Black British, Black Welsh, Caribbean or African: African",33
E01000321,Barnet 012E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",7
E01000321,Barnet 012E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3
E01000321,Barnet 012E,9,Mixed or Multiple ethnic groups: White and Asian,36
E01000321,Barnet 012E,10,Mixed or Multiple ethnic groups: White and Black African,39
E01000321,Barnet 012E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6
E01000321,Barnet 012E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,18
E01000321,Barnet 012E,13,"White: English, Welsh, Scottish, Northern Irish or British",736
E01000321,Barnet 012E,14,White: Irish,44
E01000321,Barnet 012E,15,White: Gypsy or Irish Traveller,2
E01000321,Barnet 012E,16,White: Roma,8
E01000321,Barnet 012E,17,White: Other White,534
E01000321,Barnet 012E,18,Other ethnic group: Arab,19
E01000321,Barnet 012E,19,Other ethnic group: Any other ethnic group,109
E01000322,Barnet 011E,-8,Does not apply,0
E01000322,Barnet 011E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",12
E01000322,Barnet 011E,2,"Asian, Asian British or Asian Welsh: Chinese",56
E01000322,Barnet 011E,3,"Asian, Asian British or Asian Welsh: Indian",91
E01000322,Barnet 011E,4,"Asian, Asian British or Asian Welsh: Pakistani",40
E01000322,Barnet 011E,5,"Asian, Asian British or Asian Welsh: Other Asian",100
E01000322,Barnet 011E,6,"Black, Black British, Black Welsh, Caribbean or African: African",46
E01000322,Barnet 011E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",29
E01000322,Barnet 011E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",15
E01000322,Barnet 011E,9,Mixed or Multiple ethnic groups: White and Asian,48
E01000322,Barnet 011E,10,Mixed or Multiple ethnic groups: White and Black African,11
E01000322,Barnet 011E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,22
E01000322,Barnet 011E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,44
E01000322,Barnet 011E,13,"White: English, Welsh, Scottish, Northern Irish or British",689
E01000322,Barnet 011E,14,White: Irish,48
