Lower layer Super Output Areas Code,Lower layer Super Output Areas,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E01000251,Barnet 002D,15,White: Gypsy or Irish Traveller,0
E01000251,Barnet 002D,16,White: Roma,4
E01000251,Barnet 002D,17,White: Other White,320
E01000251,Barnet 002D,18,Other ethnic group: Arab,5
E01000251,Barnet 002D,19,Other ethnic group: Any other ethnic group,90
E01000252,Barnet 002E,-8,Does not apply,0
E01000252,Barnet 002E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",8
E01000252,Barnet 002E,2,"Asian, Asian British or Asian Welsh: Chinese",28
E01000252,Barnet 002E,3,"Asian, Asian British or Asian Welsh: Indian",68
E01000252,Barnet 002E,4,"Asian, Asian British or Asian Welsh: Pakistani",19
E01000252,Barnet 002E,5,"Asian, Asian British or Asian Welsh: Other Asian",59
E01000252,Barnet 002E,6,"Black, Black British, Black Welsh, Caribbean or African: African",53
E01000252,Barnet 002E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",23
E01000252,Barnet 002E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",11
E01000252,Barnet 002E,9,Mixed or Multiple ethnic groups: White and Asian,29
E01000252,Barnet 002E,10,Mixed or Multiple ethnic groups: White and Black African,6
E01000252,Barnet 002E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,11
E01000252,Barnet 002E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,17
E01000252,Barnet 002E,13,"White: English, Welsh, Scottish, Northern Irish or British",893
E01000252,Barnet 002E,14,White: Irish,34
E01000252,Barnet 002E,15,White: Gypsy or Irish Traveller,1
E01000252,Barnet 002E,16,White: Roma,13
E01000252,Barnet 002E,17,White: Other White,343
E01000252,Barnet 002E,18,Other ethnic group: Arab,19
E01000252,Barnet 002E,19,Other ethnic group: Any other ethnic group,81
E01000253,Barnet 007B,-8,Does not apply,0
E01000253,Barnet 007B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",8
E01000253,Barnet 007B,2,"Asian, Asian British or Asian Welsh: Chinese",28
E01000253,Barnet 007B,3,"Asian, Asian British or Asian Welsh: Indian",206
E01000253,Barnet 007B,4,"Asian, Asian British or Asian Welsh: Pakistani",39
E01000253,Barnet 007B,5,"Asian, Asian British or Asian Welsh: Other Asian",41
E01000253,Barnet 007B,6,"Black, Black British, Black Welsh, Caribbean or African: African",76
E01000253,Barnet 007B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",14
E01000253,Barnet 007B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7
E01000253,Barnet 007B,9,Mixed or Multiple ethnic groups: White and Asian,27
E01000253,Barnet 007B,10,Mixed or Multiple ethnic groups: White and Black African,7
E01000253,Barnet 007B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,11
E01000253,Barnet 007B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,41
E01000253,Barnet 007B,13,"White: English, Welsh, Scottish, Northern Irish or British",1023
E01000253,Barnet 007B,14,White: Irish,147
E01000253,Barnet 007B,15,White: Gypsy or Irish Traveller,0
E01000253,Barnet 007B,16,White: Roma,3
E01000253,Barnet 007B,17,White: Other White,187
E01000253,Barnet 007B,18,Other ethnic group: Arab,17
E01000253,Barnet 007B,19,Other ethnic group: Any other ethnic group,103
E01000254,Barnet 001D,-8,Does not apply,0
E01000254,Barnet 001D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",10
E01000254,Barnet 001D,2,"Asian, Asian British or Asian Welsh: Chinese",21
E01000254,Barnet 001D,3,"Asian, Asian British or Asian Welsh: Indian",53
E01000254,Barnet 001D,4,"Asian, Asian British or Asian Welsh: Pakistani",6
E01000254,Barnet 001D,5,"Asian, Asian British or Asian Welsh: Other Asian",31
E01000254,Barnet 001D,6,"Black, Black British, Black Welsh, Caribbean or African: African",27
E01000254,Barnet 001D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",8
E01000254,Barnet 001D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2
E01000254,Barnet 001D,9,Mixed or Multiple ethnic groups: White and Asian,36
E01000254,Barnet 001D,10,Mixed or Multiple ethnic groups: White and Black African,18
E01000254,Barnet 001D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,9
E01000254,Barnet 001D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,31
E01000254,Barnet 001D,13,"White: English, Welsh, Scottish, Northern Irish or British",1109
E01000254,Barnet 001D,14,White: Irish,40
E01000254,Barnet 001D,15,White: Gypsy or Irish Traveller,0
E01000254,Barnet 001D,16,White: Roma,0
E01000254,Barnet 001D,17,White: Other White,152
E01000254,Barnet 001D,18,Other ethnic group: Arab,6
E01000254,Barnet 001D,19,Other ethnic group: Any other ethnic group,43
E01000255,Barnet 017A,-8,Does not apply,0
E01000255,Barnet 017A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",14
E01000255,Barnet 017A,2,"Asian, Asian British or Asian Welsh: Chinese",42
E01000255,Barnet 017A,3,"Asian, Asian British or Asian Welsh: Indian",101
E01000255,Barnet 017A,4,"Asian, Asian British or Asian Welsh: Pakistani",34
E01000255,Barnet 017A,5,"Asian, Asian British or Asian Welsh: Other Asian",109
E01000255,Barnet 017A,6,"Black, Black British, Black Welsh, Caribbean or African: African",174
E01000255,Barnet 017A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",33
E01000255,Barnet 017A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",27
E01000255,Barnet 017A,9,Mixed or Multiple ethnic groups: White and Asian,26
E01000255,Barnet 017A,10,Mixed or Multiple ethnic groups: White and Black African,25
E01000255,Barnet 017A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,13
E01000255,Barnet 017A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,29
E01000255,Barnet 017A,13,"White: English, Welsh, Scottish, Northern Irish or British",666
E01000255,Barnet 017A,14,White: Irish,18
E01000255,Barnet 017A,15,White: Gypsy or Irish Traveller,0
E01000255,Barnet 017A,16,White: Roma,2
E01000255,Barnet 017A,17,White: Other White,182
E01000255,Barnet 017A,18,Other ethnic group: Arab,43
E01000255,Barnet 017A,19,Other ethnic group: Any other ethnic group,154
E01000256,Barnet 016A,-8,Does not apply,0
E01000256,Barnet 016A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",11
E01000256,Barnet 016A,2,"Asian, Asian British or Asian Welsh: Chinese",45
E01000256,Barnet 016A,3,"Asian, Asian British or Asian Welsh: Indian",101
E01000256,Barnet 016A,4,"Asian, Asian British or Asian Welsh: Pakistani",38
E01000256,Barnet 016A,5,"Asian, Asian British or Asian Welsh: Other Asian",106
E01000256,Barnet 016A,6,"Black, Black British, Black Welsh, Caribbean or African: African",102
E01000256,Barnet 016A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",125
E01000256,Barnet 016A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",36
E01000256,Barnet 016A,9,Mixed or Multiple ethnic groups: White and Asian,30
E01000256,Barnet 016A,10,Mixed or Multiple ethnic groups: White and Black African,6
E01000256,Barnet 016A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8
E01000256,Barnet 016A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,22
E01000256,Barnet 016A,13,"White: English, Welsh, Scottish, Northern Irish or British",753
E01000256,Barnet 016A,14,White: Irish,42
E01000256,Barnet 016A,15,White: Gypsy or Irish Traveller,0
E01000256,Barnet 016A,16,White: Roma,6
E01000256,Barnet 016A,17,White: Other White,345
E01000256,Barnet 016A,18,Other ethnic group: Arab,17
E01000256,Barnet 016A,19,Other ethnic group: Any other ethnic group,135
E01000257,Barnet 017B,-8,Does not apply,0
E01000257,Barnet 017B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",18
E01000257,Barnet 017B,2,"Asian, Asian British or Asian Welsh: Chinese",74
E01000257,Barnet 017B,3,"Asian, Asian British or Asian Welsh: Indian",133
E01000257,Barnet 017B,4,"Asian, Asian British or Asian Welsh: Pakistani",12
E01000257,Barnet 017B,5,"Asian, Asian British or Asian Welsh: Other Asian",157
E01000257,Barnet 017B,6,"Black, Black British, Black Welsh, Caribbean or African: African",197
E01000257,Barnet 017B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",43
E01000257,Barnet 017B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",16
E01000257,Barnet 017B,9,Mixed or Multiple ethnic groups: White and Asian,37
E01000257,Barnet 017B,10,Mixed or Multiple ethnic groups: White and Black African,26
E01000257,Barnet 017B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,39
E01000257,Barnet 017B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,45
E01000257,Barnet 017B,13,"White: English, Welsh, Scottish, Northern Irish or British",686
E01000257,Barnet 017B,14,White: Irish,20
E01000257,Barnet 017B,15,White: Gypsy or Irish Traveller,0
E01000257,Barnet 017B,16,White: Roma,1
E01000257,Barnet 017B,17,White: Other White,350
E01000257,Barnet 017B,18,Other ethnic group: Arab,46
E01000257,Barnet 017B,19,Other ethnic group: Any other ethnic group,191
E01000258,Barnet 016B,-8,Does not apply,0
E01000258,Barnet 016B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1
E01000258,Barnet 016B,2,"Asian, Asian British or Asian Welsh: Chinese",48
E01000258,Barnet 016B,3,"Asian, Asian British or Asian Welsh: Indian",87
E01000258,Barnet 016B,4,"Asian, Asian British or Asian Welsh: Pakistani",27
E01000258,Barnet 016B,5,"Asian, Asian British or Asian Welsh: Other Asian",101
E01000258,Barnet 016B,6,"Black, Black British, Black Welsh, Caribbean or African: African",79
E01000258,Barnet 016B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",11
E01000258,Barnet 016B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4
E01000258,Barnet 016B,9,Mixed or Multiple ethnic groups: White and Asian,28
E01000258,Barnet 016B,10,Mixed or Multiple ethnic groups: White and Black African,46
E01000258,Barnet 016B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7
E01000258,Barnet 016B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,34
E01000258,Barnet 016B,13,"White: English, Welsh, Scottish, Northern Irish or British",955
E01000258,Barnet 016B,14,White: Irish,60
E01000258,Barnet 016B,15,White: Gypsy or Irish Traveller,0
E01000258,Barnet 016B,16,White: Roma,2
E01000258,Barnet 016B,17,White: Other White,255
E01000258,Barnet 016B,18,Other ethnic group: Arab,13
E01000258,Barnet 016B,19,Other ethnic group: Any other ethnic group,128
E01000259,Barnet 025D,-8,Does not apply,0
E01000259,Barnet 025D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",33
E01000259,Barnet 025D,2,"Asian, Asian British or Asian Welsh: Chinese",62
E01000259,Barnet 025D,3,"Asian, Asian British or Asian Welsh: Indian",309
E01000259,Barnet 025D,4,"Asian, Asian British or Asian Welsh: Pakistani",107
E01000259,Barnet 025D,5,"Asian, Asian British or Asian Welsh: Other Asian",207
E01000259,Barnet 025D,6,"Black, Black British, Black Welsh, Caribbean or African: African",155
E01000259,Barnet 025D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",41
E01000259,Barnet 025D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",11
E01000259,Barnet 025D,9,Mixed or Multiple ethnic groups: White and Asian,54
E01000259,Barnet 025D,10,Mixed or Multiple ethnic groups: White and Black African,11
E01000259,Barnet 025D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,25
E01000259,Barnet 025D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,64
E01000259,Barnet 025D,13,"White: English, Welsh, Scottish, Northern Irish or British",786
E01000259,Barnet 025D,14,White: Irish,43
E01000259,Barnet 025D,15,White: Gypsy or Irish Traveller,0
E01000259,Barnet 025D,16,White: Roma,13
E01000259,Barnet 025D,17,White: Other White,431
E01000259,Barnet 025D,18,Other ethnic group: Arab,51
E01000259,Barnet 025D,19,Other ethnic group: Any other ethnic group,241
E01000260,Barnet 025E,-8,Does not apply,0
E01000260,Barnet 025E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",18
E01000260,Barnet 025E,2,"Asian, Asian British or Asian Welsh: Chinese",40
E01000260,Barnet 025E,3,"Asian, Asian British or Asian Welsh: Indian",207
E01000260,Barnet 025E,4,"Asian, Asian British or Asian Welsh: Pakistani",59
E01000260,Barnet 025E,5,"Asian, Asian British or Asian Welsh: Other Asian",159
E01000260,Barnet 025E,6,"Black, Black British, Black Welsh, Caribbean or African: African",214
E01000260,Barnet 025E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",63
E01000260,Barnet 025E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",22
E01000260,Barnet 025E,9,Mixed or Multiple ethnic groups: White and Asian,28
E01000260,Barnet 025E,10,Mixed or Multiple ethnic groups: White and Black African,18
E01000260,Barnet 025E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,13
E01000260,Barnet 025E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,33
E01000260,Barnet 025E,13,"White: English, Welsh, Scottish, Northern Irish or British",633
E01000260,Barnet 025E,14,White: Irish,31
E01000260,Barnet 025E,15,White: Gypsy or Irish Traveller,0
E01000260,Barnet 025E,16,White: Roma,9
E01000260,Barnet 025E,17,White: Other White,398
E01000260,Barnet 025E,18,Other ethnic group: Arab,29
E01000260,Barnet 025E,19,Other ethnic group: Any other ethnic group,192
E01000261,Barnet 017C,-8,Does not apply,0
E01000261,Barnet 017C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1
E01000261,Barnet 017C,2,"Asian, Asian British or Asian Welsh: Chinese",100
E01000261,Barnet 017C,3,"Asian, Asian British or Asian Welsh: Indian",59
E01000261,Barnet 017C,4,"Asian, Asian British or Asian Welsh: Pakistani",25
E01000261,Barnet 017C,5,"Asian, Asian British or Asian Welsh: Other Asian",54
E01000261,Barnet 017C,6,"Black, Black British, Black Welsh, Caribbean or African: African",53
E01000261,Barnet 017C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",7
E01000261,Barnet 017C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3
E01000261,Barnet 017C,9,Mixed or Multiple ethnic groups: White and Asian,43
E01000261,Barnet 017C,10,Mixed or Multiple ethnic groups: White and Black African,10
E01000261,Barnet 017C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,10
E01000261,Barnet 017C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,19
E01000261,Barnet 017C,13,"White: English, Welsh, Scottish, Northern Irish or British",969
E01000261,Barnet 017C,14,White: Irish,38
E01000261,Barnet 017C,15,White: Gypsy or Irish Traveller,0
E01000261,Barnet 017C,16,White: Roma,0
E01000261,Barnet 017C,17,White: Other White,225
E01000261,Barnet 017C,18,Other ethnic group: Arab,11
E01000261,Barnet 017C,19,Other ethnic group: Any other ethnic group,138
E01000263,Barnet 016C,-8,Does not apply,0
E01000263,Barnet 016C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2
E01000263,Barnet 016C,2,"Asian, Asian British or Asian Welsh: Chinese",18
E01000263,Barnet 016C,3,"Asian, Asian British or Asian Welsh: Indian",120
E01000263,Barnet 016C,4,"Asian, Asian British or Asian Welsh: Pakistani",24
E01000263,Barnet 016C,5,"Asian, Asian British or Asian Welsh: Other Asian",28
E01000263,Barnet 016C,6,"Black, Black British, Black Welsh, Caribbean or African: African",18
E01000263,Barnet 016C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",7
E01000263,Barnet 016C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5
E01000263,Barnet 016C,9,Mixed or Multiple ethnic groups: White and Asian,12
E01000263,Barnet 016C,10,Mixed or Multiple ethnic groups: White and Black African,2
E01000263,Barnet 016C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8
E01000263,Barnet 016C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,9
E01000263,Barnet 016C,13,"White: English, Welsh, Scottish, Northern Irish or British",937
E01000263,Barnet 016C,14,White: Irish,39
E01000263,Barnet 016C,15,White: Gypsy or Irish Traveller,0
E01000263,Barnet 016C,16,White: Roma,0
E01000263,Barnet 016C,17,White: Other White,171
E01000263,Barnet 016C,18,Other ethnic group: Arab,5
E01000263,Barnet 016C,19,Other ethnic group: Any other ethnic group,121
E01000264,Barnet 016D,-8,Does not apply,0
E01000264,Barnet 016D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",18
E01000264,Barnet 016D,2,"Asian, Asian British or Asian Welsh: Chinese",35
E01000264,Barnet 016D,3,"Asian, Asian British or Asian Welsh: Indian",160
E01000264,Barnet 016D,4,"Asian, Asian British or Asian Welsh: Pakistani",44
E01000264,Barnet 016D,5,"Asian, Asian British or Asian Welsh: Other Asian",120
E01000264,Barnet 016D,6,"Black, Black British, Black Welsh, Caribbean or African: African",128
E01000264,Barnet 016D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",17
E01000264,Barnet 016D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",13
E01000264,Barnet 016D,9,Mixed or Multiple ethnic groups: White and Asian,29
E01000264,Barnet 016D,10,Mixed or Multiple ethnic groups: White and Black African,33
E01000264,Barnet 016D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,13
E01000264,Barnet 016D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,46
E01000264,Barnet 016D,13,"White: English, Welsh, Scottish, Northern Irish or British",646
E01000264,Barnet 016D,14,White: Irish,10
E01000264,Barnet 016D,15,White: Gypsy or Irish Traveller,8
